id,password,last_login,is_superuser,username,first_name,last_name,is_staff,is_active,date_joined,email,gender,birth_date,age,investment_style,annual_income,savings_goal
1103,,,False,testuser1103,라아,원,False,True,2024-11-25 00:51:04.414514+00:00,testuser1103@example.com,F,1981-06-01,43,conservative,3,3
1104,,,False,testuser1104,승서,전,False,True,2024-11-25 00:51:04.414514+00:00,testuser1104@example.com,F,1974-10-24,50,conservative,3,5
1105,,,False,testuser1105,민채,민,False,True,2024-11-25 00:51:04.417660+00:00,testuser1105@example.com,F,1997-01-04,27,aggressive,5,0
1106,,,False,testuser1106,아리,변,False,True,2024-11-25 00:51:04.417660+00:00,testuser1106@example.com,F,1999-07-06,25,conservative,2,0
1107,,,False,testuser1107,효인,서,False,True,2024-11-25 00:51:04.419762+00:00,testuser1107@example.com,M,1977-05-07,47,conservative,2,4
1108,,,False,testuser1108,도수,장,False,True,2024-11-25 00:51:04.419762+00:00,testuser1108@example.com,M,1974-03-10,50,moderate,1,5
1109,,,False,testuser1109,윤후,강,False,True,2024-11-25 00:51:04.419762+00:00,testuser1109@example.com,F,1970-05-17,54,aggressive,3,5
1110,,,False,testuser1110,승환,한,False,True,2024-11-25 00:51:04.419762+00:00,testuser1110@example.com,M,2003-11-03,21,conservative,1,2
1111,,,False,testuser1111,영수,최,False,True,2024-11-25 00:51:04.419762+00:00,testuser1111@example.com,F,1994-03-10,30,moderate,1,5
1112,,,False,testuser1112,정서,변,False,True,2024-11-25 00:51:04.419762+00:00,testuser1112@example.com,F,1997-12-15,27,conservative,5,3
1113,,,False,testuser1113,도원,변,False,True,2024-11-25 00:51:04.419762+00:00,testuser1113@example.com,F,1989-03-29,35,moderate,5,4
1114,,,False,testuser1114,지은,최,False,True,2024-11-25 00:51:04.419762+00:00,testuser1114@example.com,M,1988-04-03,36,moderate,2,4
1115,,,False,testuser1115,채우,박,False,True,2024-11-25 00:51:04.419762+00:00,testuser1115@example.com,M,1999-03-24,25,aggressive,1,5
1116,,,False,testuser1116,윤민,차,False,True,2024-11-25 00:51:04.427848+00:00,testuser1116@example.com,F,1998-08-22,26,aggressive,0,1
1117,,,False,testuser1117,진찬,정,False,True,2024-11-25 00:51:04.427848+00:00,testuser1117@example.com,F,1994-09-05,30,aggressive,1,2
1118,,,False,testuser1118,솔경,최,False,True,2024-11-25 00:51:04.429899+00:00,testuser1118@example.com,M,1995-06-27,29,aggressive,3,2
1119,,,False,testuser1119,경리,배,False,True,2024-11-25 00:51:04.429899+00:00,testuser1119@example.com,M,1985-10-28,39,aggressive,5,0
1120,,,False,testuser1120,도경,민,False,True,2024-11-25 00:51:04.429899+00:00,testuser1120@example.com,M,2000-09-27,24,conservative,1,3
1121,,,False,testuser1121,희원,문,False,True,2024-11-25 00:51:04.429899+00:00,testuser1121@example.com,F,1987-05-25,37,conservative,0,2
1122,,,False,testuser1122,진원,명,False,True,2024-11-25 00:51:04.429899+00:00,testuser1122@example.com,M,1975-07-14,49,conservative,0,4
1123,,,False,testuser1123,주서,오,False,True,2024-11-25 00:51:04.429899+00:00,testuser1123@example.com,M,1993-12-25,31,conservative,0,2
1124,,,False,testuser1124,진영,표,False,True,2024-11-25 00:51:04.429899+00:00,testuser1124@example.com,F,1987-08-08,37,conservative,3,1
1125,,,False,testuser1125,라진,박,False,True,2024-11-25 00:51:04.429899+00:00,testuser1125@example.com,F,1977-03-22,47,conservative,0,3
1126,,,False,testuser1126,지인,임,False,True,2024-11-25 00:51:04.429899+00:00,testuser1126@example.com,M,1987-06-04,37,aggressive,4,5
1127,,,False,testuser1127,봄영,허,False,True,2024-11-25 00:51:04.438069+00:00,testuser1127@example.com,F,1989-08-03,35,conservative,3,1
1128,,,False,testuser1128,채후,차,False,True,2024-11-25 00:51:04.438069+00:00,testuser1128@example.com,M,1994-12-25,30,moderate,1,1
1129,,,False,testuser1129,채빈,배,False,True,2024-11-25 00:51:04.440311+00:00,testuser1129@example.com,F,1977-08-24,47,aggressive,0,0
1130,,,False,testuser1130,세찬,윤,False,True,2024-11-25 00:51:04.440311+00:00,testuser1130@example.com,M,2004-07-22,20,moderate,2,1
1131,,,False,testuser1131,솔채,원,False,True,2024-11-25 00:51:04.440311+00:00,testuser1131@example.com,M,1974-11-04,50,moderate,0,2
1132,,,False,testuser1132,아빈,민,False,True,2024-11-25 00:51:04.440311+00:00,testuser1132@example.com,F,1984-09-18,40,moderate,4,2
1133,,,False,testuser1133,봄원,조,False,True,2024-11-25 00:51:04.440311+00:00,testuser1133@example.com,M,2000-06-28,24,moderate,0,3
1134,,,False,testuser1134,빛담,이,False,True,2024-11-25 00:51:04.440311+00:00,testuser1134@example.com,M,1994-04-14,30,conservative,4,0
1135,,,False,testuser1135,가아,차,False,True,2024-11-25 00:51:04.440311+00:00,testuser1135@example.com,M,1982-04-09,42,aggressive,5,3
1136,,,False,testuser1136,을준,손,False,True,2024-11-25 00:51:04.440311+00:00,testuser1136@example.com,M,1987-01-05,37,moderate,1,1
1137,,,False,testuser1137,하환,변,False,True,2024-11-25 00:51:04.440311+00:00,testuser1137@example.com,F,1973-08-19,51,moderate,2,4
1138,,,False,testuser1138,윤서,이,False,True,2024-11-25 00:51:04.448427+00:00,testuser1138@example.com,F,1982-06-27,42,aggressive,3,5
1139,,,False,testuser1139,도채,문,False,True,2024-11-25 00:51:04.448427+00:00,testuser1139@example.com,F,1982-12-09,42,moderate,3,0
1140,,,False,testuser1140,하원,임,False,True,2024-11-25 00:51:04.450668+00:00,testuser1140@example.com,M,1971-11-17,53,aggressive,2,3
1141,,,False,testuser1141,다환,신,False,True,2024-11-25 00:51:04.450668+00:00,testuser1141@example.com,M,2002-12-17,22,conservative,2,2
1142,,,False,testuser1142,효빈,서,False,True,2024-11-25 00:51:04.450668+00:00,testuser1142@example.com,F,1990-04-03,34,conservative,5,1
1143,,,False,testuser1143,경채,최,False,True,2024-11-25 00:51:04.450668+00:00,testuser1143@example.com,M,1976-05-28,48,moderate,5,1
1144,,,False,testuser1144,지준,서,False,True,2024-11-25 00:51:04.450668+00:00,testuser1144@example.com,F,2002-05-06,22,aggressive,2,2
1145,,,False,testuser1145,주은,민,False,True,2024-11-25 00:51:04.450668+00:00,testuser1145@example.com,M,1995-05-24,29,moderate,0,1
1146,,,False,testuser1146,희담,문,False,True,2024-11-25 00:51:04.450668+00:00,testuser1146@example.com,M,1972-11-13,52,conservative,0,3
1147,,,False,testuser1147,경영,양,False,True,2024-11-25 00:51:04.450668+00:00,testuser1147@example.com,M,1999-03-30,25,aggressive,0,5
1148,,,False,testuser1148,도담,심,False,True,2024-11-25 00:51:04.450668+00:00,testuser1148@example.com,F,1997-11-27,27,moderate,0,4
1149,,,False,testuser1149,승빈,허,False,True,2024-11-25 00:51:04.458931+00:00,testuser1149@example.com,F,1988-05-12,36,moderate,2,3
1150,,,False,testuser1150,윤후,손,False,True,2024-11-25 00:51:04.458931+00:00,testuser1150@example.com,M,1988-03-07,36,moderate,2,2
1151,,,False,testuser1151,진호,표,False,True,2024-11-25 00:51:04.460998+00:00,testuser1151@example.com,F,1991-07-27,33,aggressive,0,0
1152,,,False,testuser1152,빛혁,변,False,True,2024-11-25 00:51:04.461196+00:00,testuser1152@example.com,F,2003-11-01,21,moderate,2,4
1153,,,False,testuser1153,가경,정,False,True,2024-11-25 00:51:04.461196+00:00,testuser1153@example.com,M,1997-12-29,27,moderate,1,0
1154,,,False,testuser1154,빛인,윤,False,True,2024-11-25 00:51:04.461196+00:00,testuser1154@example.com,F,2003-05-29,21,moderate,4,0
1155,,,False,testuser1155,지수,김,False,True,2024-11-25 00:51:04.461196+00:00,testuser1155@example.com,M,1998-09-11,26,aggressive,4,0
1156,,,False,testuser1156,채우,허,False,True,2024-11-25 00:51:04.461196+00:00,testuser1156@example.com,M,1982-07-24,42,aggressive,4,0
1157,,,False,testuser1157,빛율,이,False,True,2024-11-25 00:51:04.461196+00:00,testuser1157@example.com,M,1992-09-28,32,moderate,3,2
1158,,,False,testuser1158,솔영,백,False,True,2024-11-25 00:51:04.461196+00:00,testuser1158@example.com,M,1986-08-08,38,aggressive,4,3
1159,,,False,testuser1159,윤서,유,False,True,2024-11-25 00:51:04.461196+00:00,testuser1159@example.com,M,1996-07-13,28,moderate,5,3
1160,,,False,testuser1160,채빈,박,False,True,2024-11-25 00:51:04.469344+00:00,testuser1160@example.com,F,1994-08-26,30,conservative,0,4
1161,,,False,testuser1161,봄서,최,False,True,2024-11-25 00:51:04.469344+00:00,testuser1161@example.com,M,1973-04-18,51,conservative,4,4
1162,,,False,testuser1162,승연,장,False,True,2024-11-25 00:51:04.471408+00:00,testuser1162@example.com,F,2001-08-02,23,conservative,5,5
1163,,,False,testuser1163,현준,황,False,True,2024-11-25 00:51:04.471620+00:00,testuser1163@example.com,F,1998-05-06,26,conservative,2,4
1164,,,False,testuser1164,봄혁,민,False,True,2024-11-25 00:51:04.471620+00:00,testuser1164@example.com,M,1982-10-08,42,conservative,1,2
1165,,,False,testuser1165,솔범,전,False,True,2024-11-25 00:51:04.471620+00:00,testuser1165@example.com,F,1975-12-17,49,moderate,2,5
1166,,,False,testuser1166,승범,오,False,True,2024-11-25 00:51:04.471620+00:00,testuser1166@example.com,M,1989-10-14,35,aggressive,3,0
1167,,,False,testuser1167,빛범,변,False,True,2024-11-25 00:51:04.471620+00:00,testuser1167@example.com,M,1987-01-01,37,conservative,1,1
1168,,,False,testuser1168,예혁,김,False,True,2024-11-25 00:51:04.471620+00:00,testuser1168@example.com,F,1970-06-21,54,conservative,1,4
1169,,,False,testuser1169,승준,양,False,True,2024-11-25 00:51:04.471620+00:00,testuser1169@example.com,M,1988-10-25,36,moderate,0,0
1170,,,False,testuser1170,희우,정,False,True,2024-11-25 00:51:04.471620+00:00,testuser1170@example.com,M,2004-08-24,20,moderate,5,2
1171,,,False,testuser1171,세채,장,False,True,2024-11-25 00:51:04.479679+00:00,testuser1171@example.com,M,1972-04-11,52,conservative,1,1
1172,,,False,testuser1172,아환,표,False,True,2024-11-25 00:51:04.479869+00:00,testuser1172@example.com,M,1975-01-25,49,moderate,2,3
1173,,,False,testuser1173,다인,서,False,True,2024-11-25 00:51:04.479869+00:00,testuser1173@example.com,F,1987-05-30,37,aggressive,1,1
1174,,,False,testuser1174,다후,허,False,True,2024-11-25 00:51:04.482127+00:00,testuser1174@example.com,F,1999-06-26,25,aggressive,1,1
1175,,,False,testuser1175,빛찬,신,False,True,2024-11-25 00:51:04.482127+00:00,testuser1175@example.com,M,1973-09-12,51,aggressive,1,0
1176,,,False,testuser1176,가인,변,False,True,2024-11-25 00:51:04.482127+00:00,testuser1176@example.com,F,2004-03-25,20,conservative,0,1
1177,,,False,testuser1177,가수,전,False,True,2024-11-25 00:51:04.482127+00:00,testuser1177@example.com,F,1972-02-01,52,moderate,4,1
1178,,,False,testuser1178,영아,류,False,True,2024-11-25 00:51:04.482127+00:00,testuser1178@example.com,M,1986-08-04,38,conservative,3,2
1179,,,False,testuser1179,아범,전,False,True,2024-11-25 00:51:04.482127+00:00,testuser1179@example.com,M,1999-04-25,25,conservative,5,4
1180,,,False,testuser1180,을영,정,False,True,2024-11-25 00:51:04.482127+00:00,testuser1180@example.com,M,1978-07-30,46,aggressive,1,1
1181,,,False,testuser1181,을리,표,False,True,2024-11-25 00:51:04.482127+00:00,testuser1181@example.com,M,2004-02-26,20,conservative,1,2
1182,,,False,testuser1182,예찬,문,False,True,2024-11-25 00:51:04.482127+00:00,testuser1182@example.com,M,1975-02-07,49,aggressive,1,0
1183,,,False,testuser1183,주채,박,False,True,2024-11-25 00:51:04.490243+00:00,testuser1183@example.com,M,1999-10-25,25,aggressive,0,1
1184,,,False,testuser1184,도준,임,False,True,2024-11-25 00:51:04.490243+00:00,testuser1184@example.com,M,1982-06-14,42,aggressive,2,2
1185,,,False,testuser1185,예준,윤,False,True,2024-11-25 00:51:04.492450+00:00,testuser1185@example.com,F,1974-10-31,50,moderate,3,3
1186,,,False,testuser1186,하빈,명,False,True,2024-11-25 00:51:04.492450+00:00,testuser1186@example.com,M,2000-08-14,24,moderate,5,4
1187,,,False,testuser1187,지채,이,False,True,2024-11-25 00:51:04.492450+00:00,testuser1187@example.com,F,1984-03-26,40,conservative,1,4
1188,,,False,testuser1188,승수,문,False,True,2024-11-25 00:51:04.492450+00:00,testuser1188@example.com,F,2001-05-22,23,conservative,1,1
1189,,,False,testuser1189,경인,오,False,True,2024-11-25 00:51:04.492450+00:00,testuser1189@example.com,M,2002-07-23,22,aggressive,0,5
1190,,,False,testuser1190,지인,최,False,True,2024-11-25 00:51:04.492450+00:00,testuser1190@example.com,M,2004-12-18,20,conservative,1,2
1191,,,False,testuser1191,세원,한,False,True,2024-11-25 00:51:04.492450+00:00,testuser1191@example.com,F,1979-10-01,45,moderate,0,5
1192,,,False,testuser1192,빛환,양,False,True,2024-11-25 00:51:04.492450+00:00,testuser1192@example.com,M,1988-05-12,36,moderate,3,4
1193,,,False,testuser1193,다은,조,False,True,2024-11-25 00:51:04.500578+00:00,testuser1193@example.com,M,1991-07-10,33,aggressive,1,2
1194,,,False,testuser1194,주환,강,False,True,2024-11-25 00:51:04.500578+00:00,testuser1194@example.com,F,1991-09-16,33,conservative,5,3
1195,,,False,testuser1195,을채,임,False,True,2024-11-25 00:51:04.502658+00:00,testuser1195@example.com,F,1971-02-09,53,aggressive,1,2
1196,,,False,testuser1196,도서,민,False,True,2024-11-25 00:51:04.502658+00:00,testuser1196@example.com,M,1984-10-06,40,conservative,4,2
1197,,,False,testuser1197,영범,강,False,True,2024-11-25 00:51:04.502658+00:00,testuser1197@example.com,M,2001-07-17,23,aggressive,2,3
1198,,,False,testuser1198,희채,김,False,True,2024-11-25 00:51:04.502658+00:00,testuser1198@example.com,F,2003-07-17,21,conservative,1,2
1199,,,False,testuser1199,채빈,차,False,True,2024-11-25 00:51:04.502658+00:00,testuser1199@example.com,M,1970-04-03,54,aggressive,5,1
1200,,,False,testuser1200,빛후,정,False,True,2024-11-25 00:51:04.502658+00:00,testuser1200@example.com,M,1992-01-24,32,conservative,3,2
1201,,,False,testuser1201,하환,윤,False,True,2024-11-25 00:51:04.502658+00:00,testuser1201@example.com,F,1981-10-17,43,moderate,0,0
1202,,,False,testuser1202,진율,임,False,True,2024-11-25 00:51:04.502658+00:00,testuser1202@example.com,F,1975-04-05,49,moderate,4,0
1203,,,False,testuser1203,경찬,류,False,True,2024-11-25 00:51:04.502658+00:00,testuser1203@example.com,F,1976-07-30,48,conservative,0,0
1204,,,False,testuser1204,을율,민,False,True,2024-11-25 00:51:04.510778+00:00,testuser1204@example.com,F,1989-01-18,35,moderate,2,2
1205,,,False,testuser1205,봄채,서,False,True,2024-11-25 00:51:04.510778+00:00,testuser1205@example.com,M,1980-06-06,44,moderate,1,3
1206,,,False,testuser1206,승우,허,False,True,2024-11-25 00:51:04.512795+00:00,testuser1206@example.com,M,1977-03-13,47,moderate,2,3
1207,,,False,testuser1207,빛은,허,False,True,2024-11-25 00:51:04.512795+00:00,testuser1207@example.com,F,2002-04-15,22,aggressive,3,1
1208,,,False,testuser1208,지호,서,False,True,2024-11-25 00:51:04.512795+00:00,testuser1208@example.com,M,1987-08-31,37,aggressive,3,2
1209,,,False,testuser1209,솔석,문,False,True,2024-11-25 00:51:04.512795+00:00,testuser1209@example.com,F,1984-11-25,40,conservative,5,3
1210,,,False,testuser1210,예리,표,False,True,2024-11-25 00:51:04.512795+00:00,testuser1210@example.com,F,1989-09-11,35,aggressive,0,4
1211,,,False,testuser1211,승우,양,False,True,2024-11-25 00:51:04.512795+00:00,testuser1211@example.com,F,2003-04-22,21,moderate,3,3
1212,,,False,testuser1212,윤아,민,False,True,2024-11-25 00:51:04.512795+00:00,testuser1212@example.com,M,1978-04-16,46,moderate,4,3
1213,,,False,testuser1213,가석,차,False,True,2024-11-25 00:51:04.512795+00:00,testuser1213@example.com,F,2002-08-09,22,moderate,0,3
1214,,,False,testuser1214,지후,최,False,True,2024-11-25 00:51:04.520800+00:00,testuser1214@example.com,F,1984-04-06,40,moderate,4,0
1215,,,False,testuser1215,도은,민,False,True,2024-11-25 00:51:04.520810+00:00,testuser1215@example.com,M,1976-11-12,48,moderate,5,1
1216,,,False,testuser1216,예은,양,False,True,2024-11-25 00:51:04.520810+00:00,testuser1216@example.com,M,1997-04-15,27,conservative,1,2
1217,,,False,testuser1217,라경,문,False,True,2024-11-25 00:51:04.522823+00:00,testuser1217@example.com,M,1983-12-01,41,moderate,4,0
1218,,,False,testuser1218,윤우,허,False,True,2024-11-25 00:51:04.522823+00:00,testuser1218@example.com,F,1972-03-30,52,moderate,3,1
1219,,,False,testuser1219,빛서,백,False,True,2024-11-25 00:51:04.522823+00:00,testuser1219@example.com,M,1977-06-22,47,moderate,4,5
1220,,,False,testuser1220,하연,정,False,True,2024-11-25 00:51:04.522823+00:00,testuser1220@example.com,F,2004-11-10,20,conservative,2,3
1221,,,False,testuser1221,예혁,차,False,True,2024-11-25 00:51:04.522823+00:00,testuser1221@example.com,F,2000-08-01,24,moderate,2,4
1222,,,False,testuser1222,예빈,전,False,True,2024-11-25 00:51:04.522823+00:00,testuser1222@example.com,M,1985-05-08,39,aggressive,2,3
1223,,,False,testuser1223,가담,유,False,True,2024-11-25 00:51:04.522823+00:00,testuser1223@example.com,F,2000-12-19,24,aggressive,0,5
1224,,,False,testuser1224,라인,강,False,True,2024-11-25 00:51:04.522823+00:00,testuser1224@example.com,M,1993-03-23,31,conservative,4,2
1225,,,False,testuser1225,윤서,한,False,True,2024-11-25 00:51:04.530842+00:00,testuser1225@example.com,F,1991-06-28,33,conservative,5,3
1226,,,False,testuser1226,현연,변,False,True,2024-11-25 00:51:04.530842+00:00,testuser1226@example.com,M,1983-08-24,41,moderate,0,0
1227,,,False,testuser1227,솔진,신,False,True,2024-11-25 00:51:04.532926+00:00,testuser1227@example.com,M,1997-07-31,27,moderate,3,4
1228,,,False,testuser1228,빛리,원,False,True,2024-11-25 00:51:04.532926+00:00,testuser1228@example.com,M,1987-06-16,37,aggressive,1,4
1229,,,False,testuser1229,주연,손,False,True,2024-11-25 00:51:04.532926+00:00,testuser1229@example.com,M,1988-02-11,36,moderate,4,1
1230,,,False,testuser1230,다범,이,False,True,2024-11-25 00:51:04.532926+00:00,testuser1230@example.com,M,2004-01-27,20,moderate,1,2
1231,,,False,testuser1231,솔범,문,False,True,2024-11-25 00:51:04.532926+00:00,testuser1231@example.com,F,1995-07-05,29,aggressive,3,5
1232,,,False,testuser1232,아찬,원,False,True,2024-11-25 00:51:04.532926+00:00,testuser1232@example.com,F,1987-06-23,37,conservative,3,5
1233,,,False,testuser1233,희혁,표,False,True,2024-11-25 00:51:04.532926+00:00,testuser1233@example.com,F,1996-10-27,28,aggressive,1,3
1234,,,False,testuser1234,아연,윤,False,True,2024-11-25 00:51:04.532926+00:00,testuser1234@example.com,M,1981-04-25,43,moderate,0,0
1235,,,False,testuser1235,채채,오,False,True,2024-11-25 00:51:04.532926+00:00,testuser1235@example.com,F,1981-04-28,43,conservative,2,2
1236,,,False,testuser1236,승인,임,False,True,2024-11-25 00:51:04.541041+00:00,testuser1236@example.com,M,1978-12-12,46,moderate,4,4
1237,,,False,testuser1237,윤찬,차,False,True,2024-11-25 00:51:04.541041+00:00,testuser1237@example.com,F,2002-10-12,22,aggressive,4,2
1238,,,False,testuser1238,지연,박,False,True,2024-11-25 00:51:04.543120+00:00,testuser1238@example.com,F,1996-03-14,28,aggressive,5,2
1239,,,False,testuser1239,희진,차,False,True,2024-11-25 00:51:04.543120+00:00,testuser1239@example.com,M,1982-04-22,42,conservative,0,1
1240,,,False,testuser1240,희후,변,False,True,2024-11-25 00:51:04.543120+00:00,testuser1240@example.com,F,1992-12-16,32,moderate,3,4
1241,,,False,testuser1241,정아,황,False,True,2024-11-25 00:51:04.543120+00:00,testuser1241@example.com,M,1974-02-09,50,conservative,2,1
1242,,,False,testuser1242,세민,정,False,True,2024-11-25 00:51:04.543120+00:00,testuser1242@example.com,M,1977-06-03,47,conservative,4,4
1243,,,False,testuser1243,아진,오,False,True,2024-11-25 00:51:04.543120+00:00,testuser1243@example.com,F,1991-05-17,33,moderate,0,5
1244,,,False,testuser1244,효기,심,False,True,2024-11-25 00:51:04.543120+00:00,testuser1244@example.com,F,2002-02-03,22,conservative,3,4
1245,,,False,testuser1245,봄은,류,False,True,2024-11-25 00:51:04.543120+00:00,testuser1245@example.com,M,1990-07-21,34,aggressive,0,4
1246,,,False,testuser1246,솔호,차,False,True,2024-11-25 00:51:04.543120+00:00,testuser1246@example.com,M,1986-01-19,38,conservative,3,5
1247,,,False,testuser1247,솔인,한,False,True,2024-11-25 00:51:04.551234+00:00,testuser1247@example.com,F,1972-12-12,52,aggressive,1,1
1248,,,False,testuser1248,가인,황,False,True,2024-11-25 00:51:04.551234+00:00,testuser1248@example.com,F,1970-03-28,54,aggressive,3,3
1249,,,False,testuser1249,다채,손,False,True,2024-11-25 00:51:04.553332+00:00,testuser1249@example.com,M,1984-04-07,40,moderate,5,3
1250,,,False,testuser1250,영율,원,False,True,2024-11-25 00:51:04.553332+00:00,testuser1250@example.com,F,1984-12-29,40,aggressive,5,2
1251,,,False,testuser1251,가채,조,False,True,2024-11-25 00:51:04.553332+00:00,testuser1251@example.com,M,1994-08-16,30,conservative,0,0
1252,,,False,testuser1252,주인,전,False,True,2024-11-25 00:51:04.553332+00:00,testuser1252@example.com,M,1993-06-30,31,aggressive,4,2
1253,,,False,testuser1253,승영,양,False,True,2024-11-25 00:51:04.553332+00:00,testuser1253@example.com,M,1997-10-12,27,aggressive,5,2
1254,,,False,testuser1254,빛연,윤,False,True,2024-11-25 00:51:04.553332+00:00,testuser1254@example.com,M,1985-03-11,39,aggressive,0,5
1255,,,False,testuser1255,지경,조,False,True,2024-11-25 00:51:04.553332+00:00,testuser1255@example.com,M,1993-10-11,31,conservative,0,2
1256,,,False,testuser1256,예서,류,False,True,2024-11-25 00:51:04.553332+00:00,testuser1256@example.com,M,1978-02-05,46,aggressive,3,5
1257,,,False,testuser1257,세서,차,False,True,2024-11-25 00:51:04.553332+00:00,testuser1257@example.com,M,1990-07-19,34,conservative,3,2
1258,,,False,testuser1258,빛석,조,False,True,2024-11-25 00:51:04.561418+00:00,testuser1258@example.com,M,1977-05-01,47,moderate,0,1
1259,,,False,testuser1259,빛호,서,False,True,2024-11-25 00:51:04.561418+00:00,testuser1259@example.com,F,1988-11-01,36,moderate,3,2
1260,,,False,testuser1260,희수,명,False,True,2024-11-25 00:51:04.563499+00:00,testuser1260@example.com,F,1998-10-20,26,aggressive,2,4
1261,,,False,testuser1261,정율,백,False,True,2024-11-25 00:51:04.563499+00:00,testuser1261@example.com,M,1977-05-06,47,conservative,0,2
1262,,,False,testuser1262,빛민,이,False,True,2024-11-25 00:51:04.563499+00:00,testuser1262@example.com,F,2002-01-16,22,moderate,2,5
1263,,,False,testuser1263,빛진,원,False,True,2024-11-25 00:51:04.563499+00:00,testuser1263@example.com,F,1970-07-25,54,aggressive,3,1
1264,,,False,testuser1264,정영,강,False,True,2024-11-25 00:51:04.563499+00:00,testuser1264@example.com,M,1990-01-14,34,aggressive,3,2
1265,,,False,testuser1265,영준,박,False,True,2024-11-25 00:51:04.563499+00:00,testuser1265@example.com,M,1992-12-24,32,moderate,3,0
1266,,,False,testuser1266,영원,황,False,True,2024-11-25 00:51:04.563499+00:00,testuser1266@example.com,M,1993-05-11,31,moderate,5,3
1267,,,False,testuser1267,도준,황,False,True,2024-11-25 00:51:04.563499+00:00,testuser1267@example.com,F,1982-03-12,42,aggressive,0,5
1268,,,False,testuser1268,채아,민,False,True,2024-11-25 00:51:04.563499+00:00,testuser1268@example.com,M,1997-01-01,27,moderate,0,4
1269,,,False,testuser1269,정서,유,False,True,2024-11-25 00:51:04.571623+00:00,testuser1269@example.com,M,2004-08-27,20,moderate,2,5
1270,,,False,testuser1270,영환,차,False,True,2024-11-25 00:51:04.573638+00:00,testuser1270@example.com,M,1979-02-23,45,conservative,5,1
1271,,,False,testuser1271,도영,강,False,True,2024-11-25 00:51:04.573638+00:00,testuser1271@example.com,F,1992-04-21,32,aggressive,2,1
1272,,,False,testuser1272,정담,원,False,True,2024-11-25 00:51:04.573638+00:00,testuser1272@example.com,M,1987-03-05,37,aggressive,0,1
1273,,,False,testuser1273,봄우,원,False,True,2024-11-25 00:51:04.573638+00:00,testuser1273@example.com,M,1983-08-03,41,conservative,4,2
1274,,,False,testuser1274,솔수,민,False,True,2024-11-25 00:51:04.573638+00:00,testuser1274@example.com,M,1975-11-20,49,aggressive,0,4
1275,,,False,testuser1275,지범,민,False,True,2024-11-25 00:51:04.573638+00:00,testuser1275@example.com,M,2005-04-05,19,conservative,5,3
1276,,,False,testuser1276,지진,임,False,True,2024-11-25 00:51:04.573638+00:00,testuser1276@example.com,F,1983-10-15,41,moderate,1,0
1277,,,False,testuser1277,정은,박,False,True,2024-11-25 00:51:04.573638+00:00,testuser1277@example.com,F,1992-07-15,32,moderate,3,2
1278,,,False,testuser1278,지준,전,False,True,2024-11-25 00:51:04.573638+00:00,testuser1278@example.com,F,1974-08-10,50,moderate,0,4
1279,,,False,testuser1279,봄혁,양,False,True,2024-11-25 00:51:04.581652+00:00,testuser1279@example.com,F,1971-08-14,53,conservative,5,1
1280,,,False,testuser1280,세혁,허,False,True,2024-11-25 00:51:04.581652+00:00,testuser1280@example.com,M,1994-09-19,30,conservative,4,2
1281,,,False,testuser1281,주기,원,False,True,2024-11-25 00:51:04.581652+00:00,testuser1281@example.com,M,1983-01-22,41,conservative,1,3
1282,,,False,testuser1282,다범,표,False,True,2024-11-25 00:51:04.581652+00:00,testuser1282@example.com,F,1978-07-18,46,aggressive,4,1
1283,,,False,testuser1283,빛원,서,False,True,2024-11-25 00:51:04.581652+00:00,testuser1283@example.com,F,1975-08-18,49,conservative,0,4
1284,,,False,testuser1284,빛호,민,False,True,2024-11-25 00:51:04.581652+00:00,testuser1284@example.com,F,2000-12-11,24,aggressive,5,2
1285,,,False,testuser1285,빛담,손,False,True,2024-11-25 00:51:04.581652+00:00,testuser1285@example.com,M,1982-04-13,42,aggressive,0,3
1286,,,False,testuser1286,민우,오,False,True,2024-11-25 00:51:04.581652+00:00,testuser1286@example.com,M,1996-06-01,28,aggressive,0,4
1287,,,False,testuser1287,희후,유,False,True,2024-11-25 00:51:04.581652+00:00,testuser1287@example.com,M,1974-01-08,50,moderate,2,3
1288,,,False,testuser1288,민담,백,False,True,2024-11-25 00:51:04.581652+00:00,testuser1288@example.com,M,1980-10-06,44,aggressive,2,2
1289,,,False,testuser1289,정원,손,False,True,2024-11-25 00:51:04.591681+00:00,testuser1289@example.com,M,1977-11-26,47,conservative,1,5
1290,,,False,testuser1290,봄담,정,False,True,2024-11-25 00:51:04.591681+00:00,testuser1290@example.com,F,2005-06-21,19,moderate,4,4
1291,,,False,testuser1291,주준,강,False,True,2024-11-25 00:51:04.593740+00:00,testuser1291@example.com,M,1993-12-17,31,conservative,3,0
1292,,,False,testuser1292,지빈,문,False,True,2024-11-25 00:51:04.593931+00:00,testuser1292@example.com,F,2002-03-06,22,moderate,5,5
1293,,,False,testuser1293,현찬,명,False,True,2024-11-25 00:51:04.593931+00:00,testuser1293@example.com,M,1991-01-22,33,moderate,4,3
1294,,,False,testuser1294,다빈,신,False,True,2024-11-25 00:51:04.593931+00:00,testuser1294@example.com,F,1983-07-08,41,aggressive,5,3
1295,,,False,testuser1295,주리,문,False,True,2024-11-25 00:51:04.593931+00:00,testuser1295@example.com,M,2001-03-03,23,aggressive,0,4
1296,,,False,testuser1296,빛환,양,False,True,2024-11-25 00:51:04.593931+00:00,testuser1296@example.com,F,1972-01-10,52,aggressive,3,3
